cleaned_name,n_raw_variants,raw_variants
societe cooperative agropastorale ‘benkadi’ de n toba,1,Société Coopérative Agropastorale ‘Bènkadi’ de N'Toba
societe cooperative binkola des productrices de mil sorgho de wacoro,1,"Société Coopérative ""Binkola"" des Productrices de Mil-Sorgho de Wacoro"
societe cooperative des agriculteurs du village de syn,1,Société coopérative des agriculteurs du village de Syn
societe cooperative des maraichers de pomorododiou,1,Société Coopérative des Maraîchers de Pomorododiou
societe cooperative des producteurs de semences de sikuraso de l office du riz de dioro,1,Société coopérative des producteurs de semences de Sikuraso de l'Office du riz de Dioro
societe cooperative simplifiee diamandjigui des femmes de sandare,1,"Societe Cooperative Simplifiee ""Diamandjigui"" des Femmes de Sandare"
societe cooperative simplifiee “kafoyiriwaso” de service aux organisations de producteurs de soja de ouelessebougou,1,Société Coopérative Simplifiée “Kafoyiriwaso” de Service aux Organisations de Producteurs de Soja de Ouelessebougou
societe de cooperation pour le developpement international,1,Société de coopération pour le développement international
societe de developpement des forets,1,Société de Développement des Forêts
societe de distribution d eau de centrafrique,1,Société de distribution d'eau de Centrafrique
societe de gestion de l energie de manantali,1,Societe de Gestion de l'Energie de Manantali
societe generale de banque au liban,1,Societe Generale de Banque au Liban
societe malienne de gestion de l eau potable,1,Société Malienne de Gestion de l'Eau Potable
societe malienne de patrimoine de l eau potable,1,Société Malienne de Patrimoine de l'Eau Potable
societe tchadienne d eau et d electricite,1,Société Tchadienne d'Eau et d'Electricité
society for democratic initiatives sierra leone,1,"Society for Democratic Initiatives, Sierra Leone"
society for international development,1,Society for International Development
society for knowledge management sierra leone,1,Society for Knowledge Management Sierra Leone
society for learning and yearning for equal opportunities,1,Society for Learning and Yearning for Equal Opportunities
society of obstetricians and gynaecologists of canada,1,Society of Obstetricians and Gynaecologists of Canada
society of research administrators international,1,Society of Research Administrators International
socotra development association,1,Socotra Development Association
sodepaz,1,SODEPAZ
soguiba,1,Soguiba
sokoine university of agriculture,1,Sokoine University of Agriculture
solar electric light fund,1,Solar Electric Light Fund
soldepaz pachakuti,1,Soldepaz Pachakuti
solid waste association of north america,1,Solid Waste Association of North America
solidagro,1,Solidagro
solidaridad educacion y desarrollo,1,"Solidaridad, Educación y Desarrollo"
solidaridad internacional,1,Solidaridad Internacional
solidaridad internacional pais valenciano,1,Solidaridad Internacional País Valenciano
solidaridad network,1,Solidaridad Network
solidarios sin fronteras,1,Solidarios sin Fronteras
solidarite burundaise pour secourir les vulnerables en afrique,1,Solidarité Burundaise pour Sécourir les Vulnérables en Afrique
solidarite pour la promotion des droits humains,1,Solidarité pour la Promotion des Droits Humains
solidarite protestante,1,Solidarité Protestante
solidarite union cooperation,1,Solidarité Union Coopération
solidarites international,1,Solidarités International
solidaritetsaksjon for utvikling,1,Solidaritetsaksjon for utvikling
solidarity center,1,Solidarity Center
solidarity youth voluntary organization,1,Solidarity Youth Voluntary Organization
soliya,1,Soliya Inc.
solsoc,1,Solsoc
solustart,1,SoluStart SRL
somali association of healthcare education development,1,Somali Association of Healthcare & Education Development
somali canadian education rural development organisation,1,Somali Canadian Education & Rural Development Organisation
somali center for women empowerment,1,Somali Center for Women Empowerment
somali consultant association,1,Somali Consultant Association
somali family services,1,Somali Family Services
somali innovation and development organization,1,Somali Innovation and Development Organization
somali institute for development and research analysis,1,Somali Institute for Development and Research Analysis
somali institute of peace,1,Somali Institute of Peace
somali reconstruction and social development,1,Somali Reconstruction and Social Development
somali social development organization,1,Somali Social Development Organization
somali social forum,1,Somali Social Forum
somali women s studies centre,1,Somali Women's Studies Centre
somali youth volunteers for development association,1,Somali Youth Volunteers for Development Association
somalia mptf government stream,1,Somalia MPTF Government Stream
somalia trust fund,1,Somalia Trust Fund
somaliland development fund,1,Somaliland Development Fund
somaliland journalists association,1,Somaliland Journalists Association
somaliland national youth organisation,1,Somaliland National Youth Organisation
somaliland seura ry,1,Somaliland Seura Ry
somaliland youth development and voluntary organization,1,Somaliland Youth Development and Voluntary Organization
somliland nursing and midwifery association,1,Somliland Nursing and Midwifery Association
somtech engineering construction,1,Somtech Engineering & Construction
sonne international,1,SONNE-International
sool sanaag and hawd development association,1,"Sool, Sanaag and Hawd Development Association"
sophia oxford,1,SOPHIA Oxford
sos barnaþorpin,1,SOS Barnaþorpin
sos barnebyer,1,SOS-Barnebyer
sos children s villages canada,1,SOS Children's Villages Canada
sos exclusion,1,SOS Exclusion
sos forets,1,SOS-Forêts
sos kinderdorf osterreich,1,SOS Kinderdorf Österreich
sos lapsikyla,1,SOS Lapsikylä
sos sahel sudan,1,SOS Sahel Sudan
sos village d enfants belgium,1,SOS Village d'Enfants- Belgium
sos villages d enfants monde,1,SOS Villages d'Enfants Monde
sotour la bourse aux voyages,1,Sotour- La Bourse aux Voyages
souk el tayeb,1,Souk El Tayeb
soul for the development of women and children,1,Soul for the Development of Women and Children
south african institute of international affairs,1,The South African Institute of International Affairs
south asia consortium for interdisciplinary water resources studies,1,South Asia Consortium for Interdisciplinary Water Resources Studies
south asia forum for human rights,1,South Asia Forum for Human Rights
south centre,1,South Centre
south pacific division of the seventh day adventist church,1,South Pacific Division of the Seventh Day Adventist Church
south sudan community change agency,1,South Sudan Community Change Agency
south sudan human rights commission,1,South Sudan Human Rights Commission
south sudan network for democracy and elections,1,South Sudan Network For Democracy and Elections
southern cross university,1,Southern Cross University
southern entrance of beirut ouzaai road and khalde cocody road project,1,Southern Entrance Of Beirut Ouzaai Road And Khalde-Cocody Road Project
southern sudan forest government,1,Southern Sudan Forest Government
soutoura,1,Soutoura
spanish agency for international development cooperation,1,Spanish Agency for International Development Cooperation
spanish foundation for international cooperation health and social policy,1,"Spanish Foundation for International Cooperation, Health, and Social Policy"
spark,1,SPARK
special climate change fund,1,Special Climate Change Fund
special relief fund,1,Special Relief Fund
special representative of the secretary general on sexual violence in conflict,1,Special Representative of the Secretary-General on Sexual Violence in Conflict
special tribunal for lebanon,1,Special Tribunal for Lebanon
speranza per la vita,1,Speranza per la Vita
spiese,1,SPIESE
spirit of soccer,1,Spirit of Soccer
sporometrics,1,Sporometrics Inc.
sport alliance of ymcas in finland,1,The Sport Alliance of YMCAs in Finland
spravy statnich hmotnych rezerv,1,Správy státních hmotných rezerv
square one armoring services co,1,Square One Armoring Services Co.
ssg capital advisors,1,SSG Capital Advisors LLC
st george church,1,St. George Church
st joseph school,1,St. Joseph School
st mary s hospital lacor,1,St. Mary's Hospital Lacor
st paul orphanage,1,St. Paul Orphanage
st takla monastery,1,St Takla Monastery
stantons international,1,Stantons International
state family planning federation,1,State Family Planning Federation
state foundation for health childhood and social welfare spain,1,"State Foundation for Health, Childhood and Social Welfare - Spain"
state material reserves administration czech republic,1,State Material Reserves Administration - Czech Republic
state scholarships foundation greece,1,State Scholarships Foundation - Greece
state secretariat for economic affairs switzerland,1,State Secretariat for Economic Affairs - Switzerland
state secretariat for migration switzerland,1,State Secretariat for Migration - Switzerland
state university of new york,1,State University of New York
statistics norway,1,Statistics Norway
statistics sierra leone,1,Statistics Sierra Leone
statistics sweden,1,Statistics Sweden
statnett,1,Statnett
steps foundation for civil development,1,Steps Foundation for Civil Development
sterling global operations,1,"Sterling Global Operations, Inc."
stichting kaalo nederland,1,Stichting KAALO Nederland
stichting nieuwkomers en vluchtelingenwerk brabant centraal,1,Stichting Nieuwkomers en Vluchtelingenwerk Brabant Centraal
stichting onderzoek multinationale ondernemingen,1,Stichting Onderzoek Multinationale Ondernemingen
stichting united work,1,Stichting United Work
stichting vluchteling,1,Stichting Vluchteling
stichting2015,1,Stichting2015
stiftelsen hjelp til selvhjelp,1,Stiftelsen Hjelp Til Selvhjelp
stiofainin nic iomhaird,1,STIOFAININ NIC IOMHAIRD
stockholm international peace research institute,1,Stockholm International Peace Research Institute
stockholm international water institute,1,Stockholm International Water Institute
stockholm school of economics,1,Stockholm School of Economics
stockholms universitet,1,Stockholms universitet
stowarzyszenie edukacja dla pokoju,1,Stowarzyszenie Edukacja dla Pokoju
strandberghaage,1,StrandbergHaage
strategic climate fund,1,Strategic Climate Fund
strategic climate fund climate investment funds,1,Strategic Climate Fund - Climate Investment Funds
strategic initiative for women in in the horn of africa,1,Strategic Initiative for Women in in the Horn of Africa
street kids international,1,Street Kids International
strømmestiftelsen,1,Strømmestiftelsen
studentenes og akademikernes internasjonale hjelpefond,1,Studentenes og Akademikernes Internasjonale Hjelpefond
støttegruppe for sudan og sør sudan,1,Støttegruppe for Sudan og Sør-Sudan
success institute,1,Success Institute
sudan democracy first group,1,Sudan Democracy First Group
sudan people s liberation movement,1,Sudan People's Liberation Movement
sudan railways,1,Sudan Railways Corporation
sudan social development organizaiton,1,Sudan Social Development Organizaiton
sudan vision and rehabilitation association,1,Sudan Vision and Rehabilitation Association
sudanese czech slovak friendship society,1,"Sudanese, Czech & Slovak Friendship Society"
sudanese electricity transmission company,1,Sudanese Electricity Transmission Company
sudanese human rights initiative,1,Sudanese Human Rights Initiative
sudanese journalists’ union,1,Sudanese Journalists’ Union
sudanese red crescent,1,Sudanese Red Crescent
sudanese red cross,1,Sudanese Red Cross
sudanese sound,1,SUDANESE SOUND
sudanese thermal power generating company,1,Sudanese Thermal Power Generating Company
sudanese women empowerment for peace,1,Sudanese Women Empowerment for Peace
sudd institute,1,The Sudd Institute
sultan qaboos university,1,Sultan Qaboos University
summa,1,SUMMA
sunbird bioenergy sierra leone,1,Sunbird Bioenergy Sierra Leone Limited
suntiva,1,Suntiva
suomen lahetysseura,1,Suomen Lähetysseura
suomen nmky,1,Suomen NMKY
suomen pipliaseura,1,Suomen Pipliaseura
suomen punainen risti,1,Suomen Punainen Risti
suomen world vision,1,Suomen World Vision
suomi syyria ystavyysseura ry,1,Suomi-Syyria Ystävyysseura ry
supras søftestad consult,1,Supras Søftestad Consult
supreme council for reconstruction of earthquake affected areas,1,Supreme Council for Reconstruction of Earthquake Affected Areas
supreme court of the union,1,Supreme Court of the Union
supreme national authority for combating corruption,1,Supreme National Authority for Combating Corruption
susan thompson buffett foundation,1,Susan Thompson Buffett Foundation
sustainable agriculture and environmental rehabilitation programme,1,Sustainable Agriculture and Environmental Rehabilitation Programme
sustainable democracy center,1,Sustainable Democracy Center
sustainable development policy institute,1,Sustainable Development Policy Institute
sustainable organic integrated livelihoods,1,Sustainable Organic Integrated Livelihoods
sustainalytics,1,Sustainalytics
svenska burmakommitten,1,Svenska Burmakommittén
svenska freds och skiljedomsforeningen,1,Svenska Freds- och Skiljedomsföreningen
svenska handikappades organisa,1,Svenska Handikappades organisa
svenska kyrkan,1,Svenska Kyrkan
svenska missionsforbundet,1,Svenska Missionsförbundet
svenska missionsradet,1,Svenska Missionsrådet
svenska roda korset,1,Svenska Röda Korset
sveriges kommuner och regioner,1,Sveriges Kommuner och Regioner
sveriges lantbruksuniversitet,2,Sveriges Lantbruksuniversitet|Sveriges lantbruksuniversitet
sweco,1,Sweco
swedfund sweden,1,SwedFund - Sweden
swedish association for sexuality education,1,Swedish Association for Sexuality Education
swedish civil contingencies agency,1,Swedish Civil Contingencies Agency
swedish defence research agency,1,Swedish Defence Research Agency
swedish development partner,1,Swedish Development Partner
swedish fellowship of reconciliation,1,Swedish Fellowship of Reconciliation
swedish institute,1,The Swedish Institute
swedish institute for public administration,1,Swedish Institute for Public Administration
swedish international development cooperation agency,1,Swedish International Development Cooperation Agency
swedish meteorological and hydrological institute,1,Swedish Meteorological and Hydrological Institute
swedish police authority,1,Swedish Police Authority
swedish prison and probation service,1,Swedish Prison and Probation Service
swedish public admin org,1,SWEDISH PUBLIC ADMIN ORG
swedish rescue services agency,1,Swedish Rescue Services Agency
swedish research council,1,Swedish Research Council
swedish universities,1,Swedish Universities
swiss agency for development and cooperation,1,Swiss Agency for Development and Cooperation
swiss federal institute of intellectual property,1,Swiss Federal Institute of Intellectual Property
swiss federal laboratories for materials testing and research,1,Swiss Federal Laboratories for Materials Testing and Research
swiss foundation for mine action,1,Swiss Foundation for Mine Action
swiss humanitarian aid unit,1,Swiss Humanitarian Aid Unit
swiss rescue,1,Swiss Rescue
swiss school of public health ssph+,1,Swiss School of Public Health (SSPH+)
swiss tropical and public health institute,1,Swiss Tropical and Public Health Institute
swissaid,1,Swissaid
swisscontact,1,Swisscontact
swisscontact swiss foundation for technical cooperation,1,Swisscontact - Swiss Foundation for Technical Cooperation
swisspeace,1,Swisspeace
synergie des jeunes pour le developpement de leur bien etre,1,Synergie des Jeunes pour le Développement de leur Bien-Etre
syria bright future,1,Syria Bright Future
syria civil defence,1,Syria Civil Defence
syria justice and accountability centre,1,Syria Justice and Accountability Centre
syria recovery trust fund,1,Syria Recovery Trust Fund
syriac maronite church of antioch,1,Syriac Maronite Church of Antioch
syriac orthodox diocese of farzal zahle and bekaa,1,"Syriac Orthodox Diocese of Farzal, Zahle and Bekaa"
syriac orthodox patriarchate of antioch,1,Syriac Orthodox Patriarchate of Antioch
syrian american medical society,1,Syrian American Medical Society
syrian arab red crescent hospital in aleppo,1,Syrian Arab Red Crescent Hospital in Aleppo
syrian arab red crescent society,1,Syrian Arab Red Crescent Society
syrian center for political and strategic studies,1,Syrian Center for Political and Strategic Studies
syrian emergency task force,1,Syrian Emergency Task Force
syrian legal development program,1,Syrian Legal Development Program
syrian organisation for the disabled,1,Syrian Organisation for the Disabled
szent istvan university,1,Szent István University
t m c asser instituut,1,T.M.C. Asser Instituut
taakulo somaliland community,1,Taakulo Somaliland Community
taekwondo promotion foundation,1,Taekwondo Promotion Foundation
taif university,1,Taif University
taksvarkki ry,1,Taksvärkki ry
takween foundation,1,Takween Foundation
taller prodesal,1,Taller Prodesal
tamat,1,Tamat
tamdeen youth foundation,1,Tamdeen Youth Foundation
tamkeen bahrain,1,Tamkeen - Bahrain
tamkin foundation for social services,1,Tamkin Foundation for Social Services
tanaad relief and development organization,1,Tanaad Relief and Development Organization
taoussa integrated development project,1,Taoussa Integrated Development Project
tapari multi purpose cooperative society,1,Tapari Multi-Purpose Cooperative Society
tarablus governmental hospital,1,Tarablus Governmental Hospital
tasagi charity organization,1,Tasagi Charity Organization
tasamy,1,Tasamy
task force for global health,1,Task Force for Global Health
tassaght,1,TASSAGHT
tatweer education holding company saudia arabia,1,Tatweer Education Holding Company - Saudia Arabia
taula catalana per la pau i els drets humans a colombia,1,Taula Catalana per la Pau i els Drets Humans a Colòmbia
taybah foundation for development,1,Taybah Foundation for Development
tearfund,1,Tearfund
tearfund australia,1,Tearfund Australia
tearfund ireland,2,"Tearfund Ireland|Tearfund, Ireland"
teasdale corti foundation,1,Teasdale-Corti Foundation
technical assistance special fund asian development bank,1,Technical Assistance Special Fund - Asian Development Bank
technoexport a s,1,Technoexport A.s.
technoserve,1,TechnoServe
tecnicafe,1,TECNiCAFÉ
tecnologico de antioquia,1,Tecnológico de Antioquia
tedx mukram,1,TEDx Mukram
tekniikka elamaa palvelemaan,1,Tekniikka elämää palvelemaan
tele liban,1,Tele Liban
telecommunications regulatory authority,1,Telecommunications Regulatory Authority
temporary stay center for immigrants spain,1,Temporary Stay Center for Immigrants - Spain
tempus public foundation,1,Tempus Public Foundation
tenure facility,1,Tenure Facility
terimbere shingimizi mu burundi,1,Terimbere Shingimizi mu Burundi
terra global capital,1,Terra Global Capital
terra nuova,1,Terra Nuova
terrasos,1,Terrasos
terre des hommes basel,1,Terre des Hommes Basel
terre des hommes foundation,1,Terre des Hommes Foundation
terre des hommes geneve,1,Terre des Hommes Genève
terre des hommes international federation,1,Terre des Hommes International Federation
terre des hommes italy,1,Terre des Hommes Italy
terre sans frontieres,1,Terre sans frontières
tetra tech,1,Tetra Tech
texas a m university,1,Texas A&M University
texas a m university at qatar,1,Texas A&M University at Qatar
tf enhancing human security,1,TF Enhancing Human Security
thai craft association,1,Thai Craft Association
thailand environment institute,1,Thailand Environment Institute
thakera for media production,1,Thakera for Media Production
third floor production,1,Third Floor Production
thorndale consulting,1,Thorndale Consulting Limited
tierra patria,1,Tierra Patria
tihama development authority,1,Tihama Development Authority
timbuktu renaissance,1,Timbuktu Renaissance
tiri the governance access learning network,1,Tiri (The-Governance-Access-Learning Network)
tishreen university,1,Tishreen University
tishreen university hospital in latakia,1,Tishreen University Hospital in Latakia
titeie,1,TITEIE
tkc telecom,1,TKC Telecom Inc
tnt express luxembourg,1,TNT Express Luxembourg
togdheer youth voluntary organization,1,Togdheer Youth Voluntary Organization
tokyo metropolitan university,1,Tokyo Metropolitan University
toledo international centre for peace,1,Toledo International Centre For Peace
tom eric vraalsen,1,Tom Eric Vraalsen
tomm kristiansen,1,Tomm Kristiansen
tony blair africa governance initiative,1,Tony Blair Africa Governance Initiative
tordis marie espeland,1,TORDIS MARIE ESPELAND
toronto leadership centre,1,Toronto Leadership Centre
tostan,1,Tostan
tourismusschulen salzburg,1,Tourismusschulen Salzburg
trade and development agency united states,1,Trade and Development Agency - United States
trade and development bank,1,Trade and Development Bank
trade facilitation office canada,1,Trade Facilitation Office Canada
trade union solidarity centre of finland,1,Trade Union Solidarity Centre of Finland
trademark africa,1,TradeMark Africa
training resources group,1,"Training Resources Group, Inc."
transform health,1,Transform Health
transition solutions group,1,Transition Solutions Group
transnational institute,1,Transnational Institute
transparencia por colombia,1,Transparencia por Colombia
transparency international,1,Transparency International
transparency international czech republic,1,Transparency International Czech Republic
transparency international sierra leone national accountability group,1,Transparency International Sierra Leone- National Accountability Group
transtec,1,Transtec
trauma healing and reconciliation services,1,Trauma Healing And Reconciliation Services
treinen olivier,1,TREINEN OLIVIER
trial international,1,TRIAL International
tribune jeunes pour le droit mali,1,Tribune jeunes pour le droit Mali
tricomp international,1,Tricomp International
triodos facet,1,Triodos Facet
tripoli libya,1,Tripoli - Libya
trocaire,1,Trócaire
tropical institute of community health and development,1,Tropical Institute of Community Health and Development
tropical medical bureau dublin,1,Tropical Medical Bureau Dublin
trust fund support department of peacekeeping operations,1,Trust Fund Support Department of Peacekeeping Operations
trust fund via european investment bank,1,Trust fund via European Investment Bank
trusted translations,1,Trusted Translations
ttc mobile,1,TTC Mobile
ttec,1,TTEC
tufts university,1,Tufts University
tugwanyubunebwe pre cooperative,1,Tugwanyubunebwe Pre-Cooperative
tugwizumuceri federation,1,Tugwizumuceri Federation
turkish red crescent,1,Turkish Red Crescent
turning tables,1,Turning Tables
turtle survival alliance,1,Turtle Survival Alliance
tuwindi fondation,1,Tuwindi Fondation
tvibit,1,Tvibit
twitezimbere microfinance,1,TWITEZIMBERE MICROFINANCE
twowings private foundation,1,TwoWings Private Foundation
tyre intermediate public school for girls,1,Tyre Intermediate Public School for Girls
tørrlands koordineringsgruppen,1,Tørrlands-koordineringsgruppen
u thant house,1,U Thant House
uae water aid foundation,1,UAE Water Aid Foundation
uap properties,1,UAP Properties Limited
ucp bureau des mines et de l energie,1,UCP Bureau des Mines et de l'Energie
ucp ministere de l economie et des finances,1,UCP Ministère de l'Économie et des Finances
uganda media women s association,1,Uganda Media Women's Association
ujamaa africa na watoto wenye haki initiative,1,Ujamaa Africa Na Watoto Wenye Haki Initiative
ujamaa na watoto wenyahaki initiative,1,Ujamaa Na Watoto WenyaHaki Initiative
ulandssekretariatet,1,Ulandssekretariatet
umam documentation research,1,Umam Documentation & Research
umbrella facility for gender equality,1,Umbrella Facility for Gender Equality
umea universitet,1,Umeå universitet
un coordination support office,1,UN Coordination Support Office
un general trust fund,1,UN General Trust Fund
un multi partner trust fund office,1,UN Multi-Partner Trust Fund Office
un ponte per,1,Un Ponte Per
un post conflict multi partner trust fund for colombia,1,UN Post-Conflict Multi-Partner Trust Fund for Colombia
un women,1,UN Women
una scuola per giuliano lever,1,Una scuola per Giuliano Lever
undp southeast asia hiv and development programme,1,UNDP Southeast Asia HIV and Development Programme
uniao das cidades capitais luso afro americo asiaticas,1,União das Cidades Capitais Luso-Afro-Américo-Asiaticas
unidad administrativa especial de catastro distrital,1,Unidad Administrativa Especial de Catastro Distrital
unidad nacional para la gestion del riesgo de desastres,1,Unidad Nacional para la Gestión del Riesgo de Desastres
unimos association,1,UNIMOS Association
union aid abroad apheda,1,Union Aid Abroad-APHEDA
union burundaise des journalistes,1,Union Burundaise des Journalistes
union communale des societes cooperatives des producteurs de cereales jamajigi de fatine,1,"Union Communale des Societes Cooperatives des Producteurs de Cereales ""Jamajigi"" de Fatine"
union coop ca djeka baara des societes cooperatives agricoles pole de boidie,1,Union COOP-CA 'DJEKA BAARA' des Sociétés Coopératives Agricoles Pole de Boidie
union des associations rizicoles de nyabitsin,1,Union des Associations Rizicoles de Nyabitsin
union des paysans 3e section vieille hatte,1,Union des Paysans 3e Section Vieille Hatte
union des paysans tet kole de mahotiere,1,Union des Paysans Tet Kole de Mahotière
union des producteurs agricoles,1,Union des producteurs agricoles
union des producteurs de sesame de banamba upsb,1,Union des Producteurs de Sésame de Banamba (UPSB)
union des societes cooperatives amakene de tendely,1,"Union des Sociétés Coopératives
""Amakéné"" de Tendely"
union des societes cooperatives cezin des producteurs d oleagineux et de cereales,1,"Union des Societes Cooperatives ""Cezin"" des Producteurs d'Oleagineux et de Cereales"
union des societes cooperatives coop ca bako sene yiriwaton des producteurs agricoles de sy,1,Union des Societes Cooperatives COOP CA Bako Sene Yiriwaton des Producteurs Agricoles de Sy
union des societes cooperatives des eleveurs des communes de tamani boidie dougoufe et some,1,"Union des Sociétés Coopératives des Eleveurs des Communes de Tamani, Boidié, Dougoufé et Some"
union des societes cooperatives des producteur,1,Union des sociétés coopératives des producteur
union des societes cooperatives des producteurs cerealiers du cercle de baraoueli,1,Union des Sociétés Coopératives des Producteurs Céréaliers du Cercle de Baraouéli
union des societes cooperatives des producteurs de mais de diedougou,1,Union des Sociétés Coopératives des Producteurs de Maïs de Dièdougou
union des societes cooperatives guina de tagari dogon,1,"Union des Sociétés Coopératives ""Guina"" de Tagari-Dogon"
union des societes cooperatives laitieres des communes de dioro et farakoumassa,1,Union des Sociétés Coopératives Laitières des Communes de Dioro et Farakoumassa
union for the mediterranean,1,Union for the Mediterranean
union locale des producteurs de cereales de dioila,1,Union Locale des Producteurs de Cereales de Dioila
union locale des societes cooperatives de producteurs de sesame de koulikoro,1,Union Locale des Sociétés Coopératives de Producteurs de Sésame de Koulikoro
union of medical care and relief organizations,1,Union of Medical Care and Relief Organizations
union of quebec municipalities canada,1,Union of Quebec Municipalities - Canada
union regionale de la filiere betail viande de sikasso,1,Union Régionale De La Filière Bétail Viande de Sikasso
union sabati des femmes productrices de cereales et legumineuses de zantiebougou,1,Union Sabati des Femmes Productrices de Céréales et Légumineuses de Zantiebougou
union to union,1,Union to Union
union trust bank,1,Union Trust Bank Limited
union yiriwa dje des societes cooperatives agricoles pole de tingoni,1,Union Yiriwa Dje des Societes Cooperatives Agricoles Pole de Tingoni
unione delle chiese netodiste e valdesi,1,Unione delle Chiese netodiste e valdesi
unione medico missionaria italiana,1,Unione Medico Missionaria Italiana
uniquest,1,UniQuest
unite centrale d execution,1,Unité Centrale d'Exécution
unite de coordination des projets,1,Unité de Coordination des Projets
unite de lutte pour la sante,1,Unité de Lutte pour la Santé
unite de sante internationale,1,Unité de santé internationale
unite lebanon youth project,1,Unite Lebanon Youth Project
unite technique d execution,1,Unité Technique d'Exécution
unite technique d’execution,1,Unité Technique d’Exécution
uniteam international as,1,Uniteam International AS
united arab emirates university,1,United Arab Emirates University
united families foundation,1,United families Foundation
united hands for relief and development,1,United Hands for Relief and Development
united methodist committee on relief,1,United Methodist Committee on Relief
united nations,1,United Nations
united nations alliance of civilizations,1,United Nations Alliance of Civilizations
united nations assistance mission in somalia,1,United Nations Assistance Mission in Somalia
united nations association in canada,1,United Nations Association in Canada
united nations capital development fund,1,United Nations Capital Development Fund
united nations central emergency response fund,1,United Nations Central Emergency Response Fund
united nations children s fund,1,United Nations Children's Fund
united nations children s fund australia committee,1,United Nations Children's Fund - Australia Committee
united nations children s fund belgium committee,1,United Nations Children's Fund - Belgium Committee
united nations children s fund canada committee,1,United Nations Children's Fund - Canada Committee
united nations children s fund spain committee,1,United Nations Children's Fund - Spain Committee
united nations children s fund sudan,1,United Nations Children's Fund Sudan
united nations children s fund united states committee,1,United Nations Children's Fund - United States Committee
united nations conference on trade and development,1,United Nations Conference on Trade and Development
united nations department of economic and social affairs,1,United Nations Department of Economic and Social Affairs
united nations department of peace operations,1,United Nations Department of Peace Operations
united nations department of political and peacebuilding affairs,1,United Nations Department of Political and Peacebuilding Affairs
united nations department of safety and security,1,United Nations Department of Safety and Security
united nations development fund for women,1,United Nations Development Fund for Women
united nations development program s community security and arms control project,1,United Nations Development Program's Community Security and Arms Control Project
united nations development programme,1,United Nations Development Programme
united nations development programme emergency response division,1,United Nations Development Programme Emergency Response Division
united nations development programme guinea bissau,1,United Nations Development Programme Guinea-Bissau
united nations development programme mali,1,United Nations Development Programme Mali
united nations development programme south sudan,1,United Nations Development Programme South Sudan
united nations development programme south sudan common humanitarian fund,1,United Nations Development Programme South Sudan Common Humanitarian Fund
united nations development programme sudan,1,United Nations Development Programme Sudan
united nations development programme syria,1,United Nations Development Programme Syria
united nations development programme timor leste,1,United Nations Development Programme Timor Leste
united nations economic and social commission for western asia,1,United Nations Economic and Social Commission for Western Asia
united nations educational scientific and cultural organization,1,"United Nations Educational, Scientific and Cultural Organization"
united nations entity for gender equality and the empowerment of women,1,United Nations Entity for Gender Equality and the Empowerment of Women
united nations environment programme,1,United Nations Environment Programme
united nations foundation,1,United Nations Foundation
united nations general trust fund,1,United Nations General Trust Fund
united nations geneva general fund,1,United Nations Geneva General Fund
united nations haiti cholera response multi partner trust fund,1,United Nations Haiti Cholera Response Multi-Partner Trust Fund
united nations high commissioner for refugees,1,United Nations High Commissioner for Refugees
united nations high commissioner for refugees euskal batzordea,1,United Nations High Commissioner for Refugees - Euskal Batzordea
united nations high commissioner for refugees italy committee,1,United Nations High Commissioner for Refugees - Italy Committee
united nations high commissioner for refugees spain committee,1,United Nations High Commissioner for Refugees - Spain Committee
united nations human settlements programme,1,United Nations Human Settlements Programme
united nations humanitarian air service,1,United Nations Humanitarian Air Service
united nations industrial development organization,1,United Nations Industrial Development Organization
united nations institute for disarmament research,1,United Nations Institute for Disarmament Research
united nations institute for training and research,1,United Nations Institute for Training and Research
united nations integrated mission in timor leste,1,United Nations Integrated Mission in Timor-Leste
united nations integrated peacebuilding office in sierra leone,1,United Nations Integrated Peacebuilding Office in Sierra Leone
united nations interim force in lebanon,1,United Nations Interim Force in Lebanon
united nations international independent investigation commission,1,United Nations International Independent Investigation Commission
united nations international strategy for disaster reduction,1,United Nations International Strategy for Disaster Reduction
united nations joint programme on local governance and decentralized service,1,United Nations Joint Programme on Local Governance and Decentralized Service
united nations mine action service,1,United Nations Mine Action Service
united nations mission for justice support in haiti,1,United Nations Mission for Justice Support in Haiti
united nations mission in nepal,1,United Nations Mission in Nepal
united nations mission in south sudan,1,United Nations Mission in South Sudan
united nations mission in the central african republic and chad,1,United Nations Mission in the Central African Republic and Chad
united nations mission in the sudan,1,United Nations Mission in the Sudan
united nations multi partner trust fund office,1,United Nations Multi-Partner Trust Fund Office
united nations multidimensional integrated stabilization mission in mali,1,United Nations Multidimensional Integrated Stabilization Mission in Mali
united nations multidimensional integrated stabilization mission in the central african republic,1,United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic
united nations office at geneva,1,United Nations Office at Geneva
united nations office for disarmament affairs,1,United Nations Office for Disarmament Affairs
united nations office for partnerships,1,United Nations Office for Partnerships
united nations office for project services,1,United Nations Office for Project Services
united nations office for the coordination of humanitarian affairs,1,United Nations Office for the Coordination of Humanitarian Affairs
united nations office of the personal representative of the secretary general in lebanon,1,United Nations Office of the Personal Representative of the Secretary General in Lebanon
united nations office on drugs and crime,1,United Nations Office on Drugs and Crime
united nations operation in cote d ivoire,1,United Nations Operation in Côte d'Ivoire
