"raw_name","n_states","n_years","first_year","last_year","n_appearances"
"SOPHIA Oxford",1,2,2019,2020,2
"SOS Villages d'Enfants Monde",2,1,2010,2010,2
"Souk El Tayeb",1,2,2012,2013,2
"South Pacific Division of the Seventh Day Adventist Church",1,2,2007,2008,2
"Spanish Foundation for International Cooperation, Health, and Social Policy",1,2,2010,2011,2
"State Foundation for Health, Childhood and Social Welfare - Spain",1,2,2011,2012,2
"State Material Reserves Administration - Czech Republic",1,2,2014,2015,2
"State Secretariat for Migration - Switzerland",1,2,2019,2020,2
"Statnett",1,2,2009,2010,2
"Stichting KAALO Nederland",1,2,2012,2013,2
"Stockholm International Water Institute",1,2,2019,2020,2
"Støttegruppe for Sudan og Sør-Sudan",1,2,2005,2006,2
"Sudan Railways Corporation",1,2,2015,2019,2
"SUDANESE SOUND",1,2,2006,2007,2
"Sudanese Women Empowerment for Peace",1,2,2005,2006,2
"Suomi-Syyria Ystävyysseura ry",1,2,2014,2015,2
"Supreme Court of the Union",1,2,2019,2020,2
"Supreme National Authority for Combating Corruption",1,2,2013,2014,2
"Sustainable Agriculture and Environmental Rehabilitation Programme",1,2,2006,2007,2
"Sustainable Organic Integrated Livelihoods",1,2,2018,2019,2
"SWEDISH PUBLIC ADMIN ORG",1,2,2005,2006,2
"Swedish Universities",2,1,2020,2020,2
"Swisspeace",2,2,2016,2020,2
"Syriac Maronite Church of Antioch",1,2,2018,2019,2
"Syrian Arab Red Crescent Society",1,2,2015,2019,2
"Taakulo Somaliland Community",1,2,2018,2019,2
"Taif University",2,1,2016,2016,2
"Takween Foundation",1,2,2013,2014,2
"Tamkeen - Bahrain",1,2,2010,2011,2
"Tenure Facility",1,2,2019,2020,2
"Terimbere Shingimizi mu Burundi",1,2,2015,2016,2
"The Bridge Group",1,2,2006,2007,2
"The Cloudburst Group",1,2,2017,2018,2
"The General Corporation for Cement and Building Materials",1,2,2015,2019,2
"The Industrial Bank of Syria",1,2,2015,2019,2
"The Italian Hospital in Damascus",1,2,2016,2017,2
"The Leprosy Mission Ireland",2,2,2008,2010,2
"The Leprosy Mission Myanmar",1,2,2018,2019,2
"The Office of the Special Representative of the Secretary-General on Sexual Violence in Conflict",1,2,2016,2017,2
"The Policy Practice",1,2,2008,2009,2
"The Rahad Corporation",1,2,2015,2019,2
"The Reptile and Amphibian Program  - Sierra Leone",1,2,2013,2014,2
"The Right Way for Human Rights",1,2,2013,2014,2
"The Roads and Bridges Public Corporation",1,2,2015,2019,2
"The University Children’s Hospital in Damascus",1,2,2019,2020,2
"Thorndale Consulting Limited",1,2,2017,2018,2
"Tishreen University Hospital in Latakia",1,2,2019,2020,2
"TRIAL International",1,2,2018,2019,2
"Turkish Red Crescent",1,2,2016,2017,2
"Turning Tables",1,2,2017,2018,2
"UN General Trust Fund",2,1,2007,2007,2
"UNIMOS Association",1,2,2010,2011,2
"Union des Paysans 3e Section Vieille Hatte",1,2,2017,2018,2
"Union des Paysans Tet Kole de Mahotière",1,2,2019,2020,2
"Union des Sociétés Coopératives des Eleveurs des Communes de Tamani, Boidié, Dougoufé et Some",1,2,2019,2020,2
"United Nations Department of Economic and Social Affairs",1,2,2009,2010,2
"United Nations Development Programme Timor Leste",1,2,2008,2011,2
"United Nations Integrated Peacebuilding Office in Sierra Leone",1,2,2010,2011,2
"United Nations Interim Force in Lebanon",1,2,2010,2020,2
"United Nations Mission for Justice Support in Haiti",1,2,2018,2019,2
"United Nations Peacebuilding Commission",1,2,2010,2011,2
"United Nations Political Office for Somalia",1,2,2013,2014,2
"United Nations System Staff College",1,2,2019,2020,2
"United Nations Trust Fund in Support of the African-led International Support Mission in Mali",1,2,2013,2014,2
"Universidad de Salamanca",1,2,2019,2020,2
"Universidad de San Martin de Porres",1,2,2019,2020,2
"Universidad de Zaragoza",1,2,2019,2020,2
"Universidad Pablo de Olavide",1,2,2016,2017,2
"Università degli Studi di Palermo",1,2,2011,2012,2
"Università degli Studi di Trento",1,2,2016,2017,2
"Università degli Studi di Urbino Carlo Bo",1,2,2012,2013,2
"Università di Pisa",1,2,2017,2018,2
"Universitá per Stranieri di Perugia",2,2,2016,2017,2
"Université du Burundi",1,2,2010,2011,2
"Université Mohammed VI Polytechnique",1,2,2019,2020,2
"Universitetet i Agder",1,2,2009,2010,2
"University College Cork",1,2,2018,2019,2
"University of Hawaii",1,2,2018,2019,2
"UPA Développement International",1,2,2019,2020,2
"Vétérinaires Sans Frontières Suisse",2,2,2019,2020,2
"Viator",1,2,2007,2008,2
"Viewpoint Productions",1,2,2015,2016,2
"Village Health Works",1,2,2011,2012,2
"Voksenopplæringsforbundet",1,2,2009,2010,2
"Waey Association For Community Health",1,2,2019,2020,2
"War Child UK",1,2,2019,2020,2
"Waste Agency of Catalonia - Spain",1,2,2017,2020,2
"Watan Foundation",1,2,2015,2016,2
"Way Charitable Foundation",1,2,2012,2013,2
"Weill Cornell Medicine - Qatar",2,1,2020,2020,2
"West African Health Organization",2,1,2020,2020,2
"WHY ME? Association for Women's Rights",1,2,2018,2019,2
"Wideshot - Wide Services and Consultancy",1,2,2010,2012,2
"Wild Chimpanzee Foundation",1,2,2010,2011,2
"Women's Programs Association",1,2,2018,2019,2
"World Council of Churches",1,2,2019,2020,2
"World Organisation for Animal Health",1,2,2018,2019,2
"World Vision Germany",1,2,2019,2020,2
"Yemen Foundation for Social Studies",1,2,2013,2015,2
"Yemen Parliamentarians against Corruption",1,2,2012,2013,2
"Yemen Society for Thalassemia And Genetic Blood Disorders",1,2,2019,2020,2
"Yemeni Biological Society",1,2,2013,2014,2
"Yemeni Center for Human Rights Studies",1,2,2017,2018,2
"Yemeni Observatory for Human Rights",1,2,2012,2017,2
"Yemeni Red Crescent",1,2,2012,2016,2
"YMCA La Rioja",1,2,2016,2017,2
"YMCA Lebanon",1,2,2011,2013,2
"Young Men's Christian Association",1,2,2014,2015,2
"Young Men's Christian Association - Spain",1,2,2017,2018,2
"Zabai",1,2,2019,2020,2
"Zakat Fund in Lebanon",2,1,2019,2019,2
"1DOC3",1,1,2020,2020,1
"1Libya",1,1,2012,2012,1
"80:20 Educating and Acting for a Better World",1,1,2008,2008,1
"A.P. Moller - Maersk",1,1,2020,2020,1
"Aamin Voluntary and Relief Organization",1,1,2013,2013,1
"Abdelkarim Mirghani Cultural Centre",1,1,2013,2013,1
"Abi Musa Al-Ash'ari Charitable Society",1,1,2018,2018,1
"Academie Libanaise des Beaux-Arts",1,1,2010,2010,1
"Acarpin",1,1,2020,2020,1
"ACO Marine",1,1,2018,2018,1
"Action de Lutte contre la Malaria",1,1,2013,2013,1
"Action Plus",1,1,2010,2010,1
"Aden Ring Road Stage (I)",1,1,2016,2016,1
"Administración Temporal de Agua Potable y Saneamiento Básico",1,1,2020,2020,1
"Advance South Sudan",1,1,2019,2019,1
"AfDB Conflict Country Facility",1,1,2007,2007,1
"AfDB NEPAD/IPPF",1,1,2020,2020,1
"AFLAMUNA",1,1,2011,2011,1
"African Centre for Human Rights",1,1,2020,2020,1
"African Centre for the Constructive Resolution of Disputes",1,1,2019,2019,1
"African Programme for Onchocerciasis Control",1,1,2019,2019,1
"Agadi-Garabin Mechanized Dry Farming",1,1,2016,2016,1
"Agence de Développement Rural de la vallée du fleuve Sénégal",1,1,2020,2020,1
"Agence du Bassin du Fleuve Niger au Mali",1,1,2020,2020,1
"Agence Nationale de télésanté et d’Information Médicale",1,1,2013,2013,1
"Agenzia Giornalistica Italia",1,1,2012,2012,1
"Agricultural Grants Agency - Italy",1,1,2007,2007,1
"Aguineense Marketing Social",1,1,2013,2013,1
"Air Serv International",1,1,2010,2010,1
"Aiseco",1,1,2019,2019,1
"Akhbar Libya Cultural Limited",1,1,2011,2011,1
"AKIS International",1,1,2017,2017,1
"Al-Baida Coalition for Relief and Humanitarian Actions",1,1,2017,2017,1
"Al-Hayat Relief Foundation",1,1,2011,2011,1
"Al-Ketab and Al-Sonna Association",1,1,2016,2016,1
"Al-Misbah Association for Development",1,1,2020,2020,1
"Al-Naqib Hospital",1,1,2016,2016,1
"Al-Yatim Development Charity Foundation",1,1,2016,2016,1
"Al Amal For Development & Social Care",1,1,2012,2012,1
"Al Badri Lamya",1,1,2009,2009,1
"Al Fajer Charity Association",1,1,2018,2018,1
"Al Khatim Adlan Centre for Enlightenment",1,1,2020,2020,1
"Al Manfath Company",1,1,2011,2011,1
"Al Meshaal Club",1,1,2012,2012,1
"Al Rashad Development Association",1,1,2010,2010,1
"Al Raya International Company",1,1,2016,2016,1
"Al Salam Center for the Care of the Physically Disabled",1,1,2013,2013,1
"Alaka'ina Foundation Family of Companies",1,1,2017,2017,1
"Alamin",1,1,2020,2020,1
"Albadyh Foundation",1,1,2017,2017,1
"Alberta Council of Women's Shelters",1,1,2009,2009,1
"Alegtinam Human Development Organization",1,1,2020,2020,1
"Alesayi Motors",1,1,2018,2018,1
"Alex Diederich",1,1,2007,2007,1
"Alliance for Conflict Transformation",1,1,2013,2013,1
"Alliance Francaise in Kampala",1,1,2012,2012,1
"Almajdouie Holding",1,1,2018,2018,1
"Almaqased foundation",1,1,2019,2019,1
"Alosool Medical",1,1,2018,2018,1
"Aman Association for Patient Support",1,1,2020,2020,1
"Amd Valley Dam Project",1,1,2012,2012,1
"American Bird Conservancy",1,1,2020,2020,1
"American Society for Clinical Pathology",1,1,2016,2016,1
"Amis de l’Afrique Francophone – Benin",1,1,2010,2010,1
"AMREF Health Africa - Spain",1,1,2009,2009,1
"Antares-AZV",1,1,2018,2018,1
"Antelias Naccache Municipality",1,1,2016,2016,1
"Antenna Foundation Nepal",1,1,2010,2010,1
"Aoife Long",1,1,2012,2012,1
"Apotecaris Solidaris",1,1,2017,2017,1
"Aqsa Hospital",1,1,2012,2012,1
"Arab Medical Union",1,1,2011,2011,1
"Arab Reading Challenge",1,1,2019,2019,1
"Aristotle University of Thessaloniki",1,1,2007,2007,1
"Armenian Apostolic Church",1,1,2020,2020,1
"Armenian Foundation",1,1,2018,2018,1
"Arquitectura Sin Fronteras - Spain",1,1,2020,2020,1
"Artistic Service in Myanmar",1,1,2020,2020,1
"Arts for Peace Foundation",1,1,2008,2008,1
"Asia House",1,1,2008,2008,1
"Asian Forum for Human Rights and Development",1,1,2009,2009,1
"Asian Institute for Human Rights",1,1,2010,2010,1
"Asian NGO Coalition for Agrarian Reform and Rural Development",1,1,2009,2009,1
"Asociace malých a středních podniků a živnostníků České republiky",1,1,2020,2020,1
"Asociación Ambiente y Sociedad",1,1,2020,2020,1
"Asociación Comisión Española de Ayuda al Refugiado (CEAR) Euskadi",1,1,2020,2020,1
"Asociación de Consejos Comunitarios del Norte del Cauca",1,1,2020,2020,1
"Asociación Palmira de Apoyo al Pueblo Sirio",1,1,2019,2019,1
"Asociación Pro-Fundación para las Ciencias Sociales",1,1,2020,2020,1
"Associacio Pa I Mel De Sa Pobla",1,1,2020,2020,1
"Association Burundaise pour la Protection des Droits Humains et des Personnes Détenues",1,1,2013,2013,1
"Association Burundaise pour le Bien-Etre Familial",1,1,2020,2020,1
"Association de Cooperation pour le Developpement",1,1,2007,2007,1
"Association de Formation et d Appui au Developpement",1,1,2013,2013,1
"Association de Lutte contre les Violences faites aux Femmes (ALVF)",1,1,2013,2013,1
"Association des Femmes d'Affaires du Burundi",1,1,2013,2013,1
"Association des Veuves de la Region Imbo",1,1,2013,2013,1
"Association entre CRC Sogema, UQTR, l'Université de Sherbrooke, le Collège de Maisonneuve Sherbrooke, le Collège de Maisonneuve",1,1,2020,2020,1
"Association Femmes et Droits Humains",1,1,2017,2017,1
"Association for Social Assistance for Vulnerable Children - Ndinkabandi",1,1,2012,2012,1
"Association for the Promotion and Exhibition of the Arts in Lebanon",1,1,2016,2016,1
"Association for the support  of Islamic education",1,1,2018,2018,1
"Association Ivoirienne pour le Bien-Etre Familial",1,1,2013,2013,1
"Association Justice et Misericorde",1,1,2012,2012,1
"Association Malienne pour la Survie au Sahel",1,1,2013,2013,1
"Association N'Zrama d'Abengourou",1,1,2013,2013,1
"Association of Concerned Volunteer Families Caring for Orphans and Other Vulnerable Children",1,1,2012,2012,1
"Association pour la Promotion des Droits et du Bien Être de la Famille",1,1,2020,2020,1
"Association pour la Promotion des Libertés Fondamentales au TChad",1,1,2010,2010,1
"Association pour la Promotion des Palmiculteurs du Burundi",1,1,2012,2012,1
"Association pour la Solidarité et l'Assistance Socio-Sanitaire",1,1,2012,2012,1
"Association pour le Marketing Social au Tchad",1,1,2010,2010,1
"Association Turere Ibibondo",1,1,2014,2014,1
"Association True Way",1,1,2014,2014,1
"Associazione Perigeo International People Community",1,1,2020,2020,1
"Asuntos del Sur",1,1,2020,2020,1
"Attikon General University Hospital of Athens",1,1,2015,2015,1
"Audubon Society",1,1,2020,2020,1
"Badr Association",1,1,2011,2011,1
"Bahar Organization",1,1,2018,2018,1
"Baidoa Municipality",1,1,2020,2020,1
"Bamako-Senou Airport Improvement Project",1,1,2016,2016,1
"Banco Davivienda",1,1,2020,2020,1
"Banco de Bogotá",1,1,2020,2020,1
"Banco de las Microfinanzas",1,1,2020,2020,1
"Banco de Occidente",1,1,2020,2020,1
"Banco Itaú Chile",1,1,2020,2020,1
"Banco Mundo Mujer",1,1,2020,2020,1
"Banco W",1,1,2020,2020,1
"Bancolombia",1,1,2020,2020,1
"Bangolo Beekeeping Business Enterprise Ltd",1,1,2020,2020,1
"Bank Audi",1,1,2019,2019,1
"Banque de Développement du Mali",1,1,2020,2020,1
"Banque Libano-Française",1,1,2020,2020,1
"Banque Ouest Africaine de Développement",1,1,2019,2019,1
"Basileia Sierra Leone",1,1,2013,2013,1
"BBVA Colombia",1,1,2020,2020,1
"BDO Consulting",1,1,2010,2010,1
"BDO USA LLP",1,1,2019,2019,1
"Beirut-Syrian Border Road Project",1,1,2016,2016,1
"Beirut and Beyond International Music Festival",1,1,2020,2020,1
"Bena Charity For Human Development",1,1,2019,2019,1
"Benadir Regional Administration",1,1,2020,2020,1
"Benevolence Coalition for Humanitarian Relief Aden",1,1,2015,2015,1
"Better World",1,1,2016,2016,1
"Bezos Earth Fund",1,1,2020,2020,1
"Bibi Bulak",1,1,2008,2008,1
"BIKAS",1,1,2010,2010,1
"Bioanalytika",1,1,2018,2018,1
"Biodiversity And Nature Conservation Association",1,1,2019,2019,1
"BizCorps",1,1,2018,2018,1
"Black & Veatch",1,1,2020,2020,1
"Blind and Deaf Center",1,1,2012,2012,1
"BLOM Bank",1,1,2019,2019,1
"BlueDot",1,1,2014,2014,1
"Boston University",1,1,2018,2018,1
"Bread for the World Institute",1,1,2014,2014,1
"British Council Yemen",1,1,2013,2013,1
"Brothers Relief and Development Organization",1,1,2013,2013,1
"Budapest Business School",1,1,2020,2020,1
"Bureau des Droits Humains en Haïti",1,1,2018,2018,1
"Bureau international des Médecins Sans Frontières",1,1,2005,2005,1
"Burundi Investment Promotion Authority",1,1,2019,2019,1
"Byblos Bank",1,1,2019,2019,1
"Byblos Bank Africa",1,1,2015,2015,1
"CABI",1,1,2020,2020,1
"Cámara de Comercio de Cali",1,1,2018,2018,1
"Campaign for Good Governance",1,1,2011,2011,1
"Campus de Excelencia Internacional del Valle del Ebro",1,1,2017,2017,1
"Canadian Commercial Corporation",1,1,2014,2014,1
"Canadian Commercial Corporation - Canada",1,1,2011,2011,1
"Canadian Physicians for Aid and Relief",1,1,2005,2005,1
"Canadian Wildlife Service",1,1,2020,2020,1
"Carahsoft Technology Corporation",1,1,2019,2019,1
"CARE Czech Republic",1,1,2018,2018,1
"Caribbean - Central American Action",1,1,2018,2018,1
"Caribbean Community",1,1,2020,2020,1
"Caribbean Development Bank",1,1,2020,2020,1
"Caritas Bouar",1,1,2017,2017,1
"Caritas Finland",1,1,2020,2020,1
"Caritas Lebanon",1,1,2020,2020,1
"Caritas Makeni",1,1,2012,2012,1
"Caritas Menorca",1,1,2020,2020,1
"Caritas Poland",1,1,2016,2016,1
"Caritas Torit",1,1,2015,2015,1
"Carlsen Media",1,1,2011,2011,1
"Catalan Development Cooperation Agency",1,1,2007,2007,1
"Catholic Medical Mission Board",1,1,2020,2020,1
"CEEPCO Contracting",1,1,2018,2018,1
"Cellule Energie",1,1,2020,2020,1
"Cellule Sectorielle de Lutte contre le Vih Sida la Tuberculose et Les Hepatites Virales",1,1,2013,2013,1
"Center for Kirkeligt Udviklingssamarbejde",1,1,2020,2020,1
"Center for Policy Research and Dialogue",1,1,2012,2012,1
"Center on International Cooperation",1,1,2014,2014,1
"Central African Republic Humanitarian Fund",1,1,2020,2020,1
"Central Statistical Organization",1,1,2013,2013,1
"Centre de Facilitation des Investissements",1,1,2019,2019,1
"Centre de Promotion des Femmes Ouvrières",1,1,2019,2019,1
"Centre for Accountability and Rule of Law",1,1,2013,2013,1
"Centre for Economic and Commercial Studies - Spain",1,1,2007,2007,1
"Centre for Sustainable Development Studies",1,1,2019,2019,1
"Centre Guilgal",1,1,2009,2009,1
"Centro Internacional de Toledo para la Paz",1,1,2017,2017,1
"Centro Regional para América Latina",1,1,2016,2016,1
"Centro Superior de Hostelería de Galicia",1,1,2009,2009,1
"CEPRODILIC - ADEPE",1,1,2011,2011,1
"Challenge Association for the Care and Rehabilitation of Yemeni Disabled Women",1,1,2012,2012,1
"Charitable Association For Giving",1,1,2017,2017,1
"Charitable Society for Social Welfare",1,1,2013,2013,1
"Chemi-Pharm AS",1,1,2014,2014,1
"ChildFund Ireland",1,1,2008,2008,1
"Christian Union",1,1,2014,2014,1
"Church Mission Society",1,1,2007,2007,1
"City Council of Terbol - Spain",1,1,2020,2020,1
"City of Abidjan",1,1,2014,2014,1
"City of Benghazi",1,1,2011,2011,1
"Civic Democratic Initiative Support Foundation",1,1,2013,2013,1
"ClearSky Power",1,1,2020,2020,1
"Climate Advisers Trust",1,1,2020,2020,1
"Climate Change Fund - Asian Development Bank",1,1,2019,2019,1
"Close to Africa Foundation",1,1,2020,2020,1
"Coalition Ivoirienne pour la Cour Pénale Internationale",1,1,2015,2015,1
"Colectivo Maloka Colombia",1,1,2017,2017,1
"Colonie des Pionniers de Développement",1,1,2010,2010,1
"Comisión Diocesana de Servicio Pastoral Social",1,1,2012,2012,1
"Comité d'Aide Médicale",1,1,2007,2007,1
"Comité d'Aide Médicale et de parrainage sans frontiéres",1,1,2010,2010,1
"Commission Nationale de Désarmement Démobilisation Réinsertion",1,1,2020,2020,1
"Commonwealth Institute",1,1,2008,2008,1
"Commonwealth Trading Partners, Inc.",1,1,2020,2020,1
"Community of Djiguiya",1,1,2013,2013,1
"Comundo",1,1,2018,2018,1
"Concern Universal",1,1,2010,2010,1
"Concordis International",1,1,2005,2005,1
"Conseil pour l’Education et le Développement",1,1,2020,2020,1
"Conseil pour le Développement Intégré",1,1,2009,2009,1
"Conservation Strategy Fund",1,1,2020,2020,1
"Convent of Our Lady of Sednaya",1,1,2020,2020,1
"Conversion Of Litani Water To South Lebanon For Irrigation And Drinking",1,1,2016,2016,1
"Cooperate",1,1,2020,2020,1
"Coordination Régionale des Organisations du Sud-Est",1,1,2020,2020,1
"Copenhagen Business School",1,1,2014,2014,1
"Copper River Information Technology",1,1,2017,2017,1
"Copper River Information Technology, LLC",1,1,2013,2013,1
"CORE Group",1,1,2011,2011,1
"CORFOPAL",1,1,2016,2016,1
"Corporación Autónoma Regional de Bogotá",1,1,2018,2018,1
"Corporación Caribe Afirmativo",1,1,2020,2020,1
"Corporación Centro de Estudios Étnicos",1,1,2017,2017,1
"Corporación Centro de Pastoral Afrocolombiana",1,1,2018,2018,1
"Corporación de Arte y Poesía Prometeo",1,1,2016,2016,1
"Corporación de Crédito – Contactar",1,1,2020,2020,1
"Corporación Vamos Mujer",1,1,2017,2017,1
"Côte d'Ivoire Don de gouvernance institutionnel",1,1,2014,2014,1
"Côte d'Ivoire Energies",1,1,2016,2016,1
"Council of Europe",1,1,2020,2020,1
"Credit Libanais",1,1,2019,2019,1
"Creu Roja Catalunya",1,1,2014,2014,1
"Crits dels Nens",1,1,2017,2017,1
"Croix- Rouge Malienne",1,1,2018,2018,1
"Croix-Rouge Haïtienne",1,1,2017,2017,1
"Crown Agents Bank",1,1,2008,2008,1
"Crown Agents for Overseas Governments and Administrations",1,1,2007,2007,1
"CSAI Foundation - Spain",1,1,2008,2008,1
"DAL Group",1,1,2020,2020,1
"Dalberg: Global Development Advisors",1,1,2018,2018,1
"Dalbit Petroleum",1,1,2017,2017,1
"Dalhousie University",1,1,2014,2014,1
"Damascus Hospital",1,1,2020,2020,1
"Dar Al-Fatwa",1,1,2019,2019,1
"DCAF's International Security Sector Advisory Team",1,1,2014,2014,1
"DDRR Project Implementation Unit",1,1,2020,2020,1
"Defence for Children International",1,1,2007,2007,1
"Deir al-Nahr",1,1,2012,2012,1
"Dejusticia",1,1,2019,2019,1
"DEKOM",1,1,2020,2020,1
"Dell, Inc.",1,1,2020,2020,1
"Department for Emergency Situations - Romania",1,1,2020,2020,1
"Department for Work and Pensions - United Kingdom",1,1,2017,2017,1
"Department of Agriculture, Food and the Marine - Ireland",1,1,2017,2017,1
"Department of Commerce - United States",1,1,2018,2018,1
"Department of Family and Community Services - Australia",1,1,2006,2006,1
"Department of Fisheries - United States",1,1,2020,2020,1
"Department of Health and Social Care - United Kingdom",1,1,2019,2019,1
"Department of Immigration and Multicultural and Indigenous Affairs - Australia",1,1,2006,2006,1
"Department of Resources, Energy and Tourism - Australia",1,1,2008,2008,1
"Deseret Women - Sierra Leone",1,1,2012,2012,1
"Development Associates International",1,1,2014,2014,1
"Diakonie ACT Austria",1,1,2020,2020,1
"Diamond Helix Medical Assistance Ltd",1,1,2020,2020,1
"Dignitas International",1,1,2014,2014,1
"Diocese of Kayes",1,1,2018,2018,1
"Diocese of Rumbek",1,1,2005,2005,1
"Direction de la Sante Familiale et de la Population",1,1,2013,2013,1
"Direction General des Impôts",1,1,2019,2019,1
"Direction Nationale de la Population",1,1,2013,2013,1
"Directorate-General for International Development Cooperation - Greece",1,1,2011,2011,1
"Directorate for Nature Management - Norway",1,1,2008,2008,1
"Directorate General for Globalisation and Global Affairs - Italy",1,1,2013,2013,1
"Directorate of Education and Cultural Affairs - Greece",1,1,2019,2019,1
"Directorate of Investment and Company Administration",1,1,2019,2019,1
"Directorate of Studies and Student Welfare, Agricultural University of Athens",1,1,2008,2008,1
"Disaster and Emergency Management Authority - Turkey",1,1,2016,2016,1
"Drik Picture Library",1,1,2009,2009,1
"Dut Jok Youth Foundation",1,1,2016,2016,1
"Eagle Applied Sciences",1,1,2017,2017,1
"Eagle Medical Services, LLC",1,1,2017,2017,1
"East And Horn Of Africa Human Rights Defenders Network",1,1,2013,2013,1
"Eastern Africa Journalists Association",1,1,2012,2012,1
"Eastern Farmers Development Association",1,1,2012,2012,1
"Eastern Mediterranean Public Health Network",1,1,2013,2013,1
"ECCAS COMMISSION",1,1,2020,2020,1
"ECODIT",1,1,2020,2020,1
"Economic Research Forum",1,1,2009,2009,1
"Economic Research Forum NPIO",1,1,2020,2020,1
"Edesia",1,1,2020,2020,1
"Education Above All",1,1,2020,2020,1
"Education Coordination Agency",1,1,2014,2014,1
"Educational Center for Research and Development",1,1,2013,2013,1
"Egatha Foundation",1,1,2019,2019,1
"Eggpreneur Initiative",1,1,2020,2020,1
"El Escarbabajo SAS",1,1,2019,2019,1
"Election Commission Nepal",1,1,2007,2007,1
"Electric Power Generation Enterprise",1,1,2020,2020,1
"Electricité de Guinée",1,1,2020,2020,1
"Electricity Supply For Earthquake Affected Areas",1,1,2016,2016,1
"Electrification Of The Eastern Provinces",1,1,2016,2016,1
"Elephant Care International",1,1,2010,2010,1
"Elnefeidi Group",1,1,2020,2020,1
"Embassy of Greece in Vienna",1,1,2007,2007,1
"Embassy of Poland in Angola",1,1,2017,2017,1
"Embassy of Qatar in China",1,1,2020,2020,1
"Embassy of Qatar in Mogadishu",1,1,2020,2020,1
"Embassy of the Czech Republic in Sanáa",1,1,2017,2017,1
"Embassy of the Republic of Poland in Amman",1,1,2016,2016,1
"Embassy of the Republic of Poland in Cairo",1,1,2018,2018,1
"Embassy of the Sovereign Military Order of Malta to Hungary",1,1,2020,2020,1
"Emergency Architects",1,1,2010,2010,1
"Emergency Management Australia",1,1,2008,2008,1
"Emirates Red Crescent",1,1,2020,2020,1
"Emirates Thalassemia Society - United Arab Emirates",1,1,2012,2012,1
"Empowerment Through Integration",1,1,2019,2019,1
"Empresa de Acueducto y Alcantarillado de Pereira S.A. E.S.P",1,1,2019,2019,1
"Empresas municipales de Cali",1,1,2018,2018,1
"Energie du Mali SA",1,1,2020,2020,1
"Eng. Ghassan Burhan Shmeesa",1,1,2011,2011,1
"Entitat Metropolitana de Serveis Hidràulics i Tractament de Residus Barcelona - Spain",1,1,2007,2007,1
"Entité des Nations Unies pour légalité des sexes et lautonomisation de la femme",1,1,2016,2016,1
"Entraide Médicale Internationale",1,1,2013,2013,1
"Environmental Conservation Department",1,1,2019,2019,1
"Environmental Protection Agency - United States",1,1,2010,2010,1
"Escola d'Administració Pública de Catalunya",1,1,2016,2016,1
"Estonian Refugee Council",1,1,2020,2020,1
"Estonian Rescue Board",1,1,2015,2015,1
"Estonian Rescue Board, Ministry of Interior - Estonia",1,1,2013,2013,1
"EU Common Security and Defence Policy",1,1,2020,2020,1
"EU Film Festival",1,1,2015,2015,1
"EU Regional Trust Fund in Response to the Syrian Crisis",1,1,2017,2017,1
"Euler Hermes Aktiengesellschaft",1,1,2016,2016,1
"European Public Law Center",1,1,2006,2006,1
"European Union Advisory Mission in the Central African Republic",1,1,2020,2020,1
"European Union Capacity Building Mission in Somalia",1,1,2020,2020,1
"Exceed Ireland",1,1,2008,2008,1
"Export-Import Bank of Korea",1,1,2019,2019,1
"EXPORT BRIDGE a.s.",1,1,2018,2018,1
"Export Credit Guarantee Department - United Kingdom",1,1,2019,2019,1
"Ezo Vocational Training Center",1,1,2020,2020,1
"Factory 961",1,1,2018,2018,1
"Faire Face Cancer",1,1,2007,2007,1
"Fajr Al Amal Charitable Foundation for Social Development",1,1,2013,2013,1
"Fatwa Authority in Baalbek",1,1,2014,2014,1
"Federación Colombiana de Apicultores y Criadores de Abejas",1,1,2020,2020,1
"Federal Electricity & Water Authority",1,1,2016,2016,1
"Federal Ministry for Climate Action, Environment, Energy, Mobility, Innovation, and Technology - Austria",1,1,2015,2015,1
"Federal Ministry of Defense - Germany",1,1,2020,2020,1
"Federal Ministry of the Interior",1,1,2016,2016,1
"Federal Parliament of Nepal",1,1,2009,2009,1
"Fédération Fribourgeoise de coopération internationale",1,1,2018,2018,1
"Féderation Nationale des Maires d'Haiti",1,1,2018,2018,1
"Feeder Roads.",1,1,2016,2016,1
"Femme Action et Developpement en Centrafrique",1,1,2015,2015,1
"Feria Internacional del Libro de Bogotá",1,1,2020,2020,1
"Fiduciaria Colombiana de Comercio Exterior S.A.",1,1,2019,2019,1
"Fiducoldex",1,1,2020,2020,1
"Financial Guard - Italy",1,1,2012,2012,1
"Financial Police - Italy",1,1,2018,2018,1
"Finnfund",1,1,2007,2007,1
"Finnish Meteorological Institute",1,1,2020,2020,1
"Fire Rescue Service - Czech Republic",1,1,2020,2020,1
"Firefighters Without Borders",1,1,2017,2017,1
"FM of Education, Science and Research",1,1,2005,2005,1
"Folkekirkens Nødhjælp",1,1,2006,2006,1
"Fondation Burotop Iris",1,1,2020,2020,1
"Fondation Follereau Luxembourg",1,1,2010,2010,1
"Fondation SEROvie",1,1,2020,2020,1
"Fondazione Mariagrazia Balducci Rossi La Fondazione Maria Grazia Balducci Rossi per i più bisognosi ETS",1,1,2014,2014,1
"Fondo de Inversión para la Paz",1,1,2019,2019,1
"Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit",1,1,2016,2016,1
"FONiC Trust",1,1,2007,2007,1
